"country" "points" "price" "province" "variety" "winery"
"Italy" 92 38 "Piedmont" "Red Blend" "Ceretto"
"France" 92 70 "Champagne" "Chardonnay" "Ruinart"
"Italy" 92 48 "Northeastern Italy" "Chardonnay" "Alois Lageder"
"France" 92 79 "Champagne" "Chardonnay" "Pascal Doquet"
"France" 91 69 "Champagne" "Chardonnay" "Louis Roederer"
"Italy" 92 39 "Northeastern Italy" "White Blend" "Vie di Romans"
"Italy" 91 36 "Northeastern Italy" "Chardonnay" "Elena Walch"
"Italy" 91 39 "Northeastern Italy" "Chardonnay" "Vie di Romans"
"Italy" 91 40 "Northeastern Italy" "White Blend" "Attems"
"Italy" 91 37 "Northeastern Italy" "White Blend" "Lis Neris"
"Italy" 91 120 "Tuscany" "Chardonnay" "Monteverro"
"Italy" 90 48 "Northeastern Italy" "Chardonnay" "Colterenzio"
"Italy" 90 90 "Tuscany" "White Blend" "Agricola Querciabella"
"Italy" 90 90 "Tuscany" "White Blend" "Agricola Querciabella"
"Italy" 90 33 "Southern Italy" "White Blend" "Feudi di San Gregorio"
"Italy" 90 32 "Central Italy" "White Blend" "Lungarotti"
"Italy" 90 30 "Northeastern Italy" "White Blend" "Baron di Pauli"
"Italy" 90 39 "Northeastern Italy" "White Blend" "Bastianich"
"Italy" 90 25 "Tuscany" "Chardonnay" "Castello di Monsanto"
"France" 91 75 "Champagne" "Chardonnay" "G. H. Mumm"
"Italy" 90 37 "Northeastern Italy" "White Blend" "Lis Neris"
"Italy" 90 29 "Northeastern Italy" "White Blend" "La Roncaia"
"Italy" 90 25 "Northeastern Italy" "White Blend" "La Tunella"
"France" 88 27 "Loire Valley" "Rosé" "Alphonse Mellot"
"France" 88 40 "Burgundy" "Chardonnay" "Château de Santenay"
"France" 88 20 "Loire Valley" "Sparkling Blend" "Château du Petit Thouars"
"France" 88 20 "Loire Valley" "Rosé" "Domaine Chavet"
"France" 88 23 "Loire Valley" "Rosé" "Domaine Jean-Paul Picard"
"France" 91 30 "Burgundy" "Chardonnay" "Domaine Céline et Frédéric Gueguen"
"Italy" 91 45 "Lombardy" "Sparkling Blend" "Fratelli Berlucchi"
"France" 91 33 "Burgundy" "Chardonnay" "La Chablisienne"
"France" 91 34 "Burgundy" "Chardonnay" "Pascal Bouchard"
"France" 91 34 "Burgundy" "Chardonnay" "Pascal Bouchard"
"Italy" 91 65 "Veneto" "Red Blend" "Villa Erbice"
"Italy" 91 75 "Lombardy" "Sparkling Blend" "Ca' del Bosco"
"Italy" 91 47 "Veneto" "Red Blend" "Corte Adami"
"France" 87 20 "Burgundy" "Chardonnay" "Cave de Lugny"
"Italy" 87 42 "Tuscany" "Red Blend" "Serni Fulvio Luigi"
"Italy" 87 39 "Tuscany" "Red Blend" "Olivi"
"Italy" 87 18 "Veneto" "White Blend" "Cantina del Castello"
"France" 87 16 "Burgundy" "Chardonnay" "Château de Pizay"
"Italy" 89 35 "Sicily & Sardinia" "Red Blend" "Vivera"
"France" 89 51 "Burgundy" "Chardonnay" "Joseph Faiveley"
"France" 84 20 "Alsace" "White Blend" "Dopff & Irion"
"Italy" 84 29 "Central Italy" "Red Blend" "Conte Leopardi"
"Italy" 84 22 "Central Italy" "Red Blend" "Fattoria Laila"
"Italy" 88 18 "Tuscany" "Red Blend" "Fattorie Parri"
"Italy" 88 55 "Tuscany" "Red Blend" "Le Torri di Campiglioni"
"Italy" 88 35 "Tuscany" "Red Blend" "Marchesi Gondi"
"Italy" 88 35 "Tuscany" "Red Blend" "Poggio Bonelli"
"Italy" 88 28 "Tuscany" "Red Blend" "Tiberini"
"France" 85 19 "Beaujolais" "Chardonnay" "Jean-Marc Burgaud"
"France" 84 18 "Beaujolais" "Chardonnay" "Domaine Dupeuble Père et Fils"
"Italy" 88 35 "Tuscany" "Red Blend" "Marchesi Gondi"
"Italy" 88 35 "Tuscany" "Red Blend" "Poggio Bonelli"
"France" 88 54 "Champagne" "Chardonnay" "Liebart-Régnier"
"Italy" 87 20 "Northeastern Italy" "White Blend" "Pisoni"
"Italy" 88 40 "Tuscany" "Red Blend" "Poggio Verrano"
"France" 88 13 "Rhône Valley" "Rosé" "Louis Bernard"
"Italy" 88 38 "Tuscany" "Red Blend" "Le Fonti"
"France" 84 16 "Beaujolais" "Rosé" "Jean-Paul Brun"
"France" 84 18 "Beaujolais" "Chardonnay" "Domaine de la Bonne Tonne"
"France" 84 21 "Alsace" "Sparkling Blend" "Pierre Sparr"
"France" 91 94 "Champagne" "Chardonnay" "Jean Milan"
"Italy" 91 40 "Veneto" "Red Blend" "Pietro Zardini"
"Italy" 90 49 "Lombardy" "Sparkling Blend" "Il Mosnel"
"Italy" 90 60 "Veneto" "Red Blend" "Corte Rugolin"
"France" 89 60 "Burgundy" "Chardonnay" "Bouchard Père & Fils"
"France" 89 34 "Burgundy" "Chardonnay" "Bret Brothers"
"France" 89 59 "Rhône Valley" "Syrah" "Les Vins de Vienne"
"Italy" 89 21 "Southern Italy" "Red Blend" "Cantine Astroni"
"France" 84 20 "Alsace" "Sparkling Blend" "Domaine Allimant-Laugner"
"France" 83 13 "Alsace" "White Blend" "Cave de Hunawihr"
"France" 83 19 "Provence" "Red Blend" "Commanderie de la Bargemone"
"Italy" 83 13 "Central Italy" "Red Blend" "De Angelis"
"Italy" 88 20 "Tuscany" "Red Blend" "Piccini"
"Italy" 88 25 "Tuscany" "Red Blend" "Terrabianca"
"Italy" 88 19 "Tuscany" "Red Blend" "Agricoltori del Chianti Geografico"
"Italy" 88 23 "Tuscany" "Red Blend" "Barbanera"
"Italy" 88 39 "Tuscany" "Red Blend" "Castello di Monastero"
"Italy" 88 30 "Tuscany" "Red Blend" "Cennatoio"
"France" 89 32 "Burgundy" "Chardonnay" "Manoir du Capucin"
"Italy" 89 21 "Southern Italy" "Red Blend" "Cantine Astroni"
"Italy" 89 20 "Sicily & Sardinia" "White Blend" "Tasca d'Almerita"
"France" 87 13 "Southwest France" "Red Blend" "Domaine D'en Ségur"
"Italy" 87 25 "Tuscany" "Red Blend" "Vecchia Cantina di Montepulciano"
"France" 91 85 "Champagne" "Chardonnay" "Aubry"
"France" 91 45 "Burgundy" "Chardonnay" "Domaine Chenevières"
"France" 91 38 "Burgundy" "Chardonnay" "Louis Max"
"France" 91 54 "Champagne" "Chardonnay" "A.R. Lenoble "
"Italy" 89 28 "Northeastern Italy" "Chardonnay" "Lis Neris"
"Italy" 89 23 "Northeastern Italy" "White Blend" "Marco Felluga"
"France" 84 14 "Beaujolais" "Chardonnay" "Domaine des Mouilles"
"France" 84 17 "Beaujolais" "Chardonnay" "Domaine Emmanuel Fellot"
"France" 84 12 "Beaujolais" "Rosé" "Château de Pizay"
"France" 84 13 "Beaujolais" "Chardonnay" "Château de Pizay"
"France" 84 17 "Beaujolais" "Rosé" "Laurent Gauthier"
"France" 90 61 "Champagne" "Chardonnay" "Jean Milan"
"Italy" 90 68 "Lombardy" "Chardonnay" "Enrico Gatti"
"Italy" 90 30 "Veneto" "Red Blend" "Stefano Accordini"
"Italy" 90 50 "Southern Italy" "Red Blend" "Leone de Castris"
"Italy" 90 17 "Piedmont" "Red Blend" "Nervi"
"Italy" 83 25 "Central Italy" "Red Blend" "Clara Marcelli"
"France" 82 16 "Alsace" "Sparkling Blend" "Rieflé"
"Italy" 88 24 "Tuscany" "Red Blend" "Collazzi"
"Italy" 88 10 "Tuscany" "Red Blend" "Agricola Tamburini"
"Italy" 88 25 "Tuscany" "Red Blend" "Donatella Cinelli Colombini"
"France" 88 43 "Champagne" "Chardonnay" "Goutorbe-Bouillot"
"Italy" 88 18 "Tuscany" "Red Blend" "Melini"
"Italy" 88 15 "Tuscany" "Red Blend" "Piccini"
"Italy" 88 30 "Tuscany" "Red Blend" "Podere il Pozzo"
"Italy" 88 45 "Tuscany" "Red Blend" "Poggio Borgoni"
"Italy" 87 40 "Tuscany" "White Blend" "Bibbiano"
"Italy" 87 29 "Tuscany" "Red Blend" "Casa Sola"
"Italy" 87 26 "Tuscany" "Red Blend" "La Ciarliana"
"Italy" 87 35 "Tuscany" "Red Blend" "Le Bèrne"
"Italy" 87 19 "Tuscany" "Red Blend" "Monterotondo"
"Italy" 87 45 "Tuscany" "Red Blend" "Principe Corsini"
"Italy" 87 14 "Tuscany" "Red Blend" "Villa Montignana"
"France" 91 54 "Champagne" "Chardonnay" "A.R. Lenoble "
"Italy" 89 28 "Northeastern Italy" "Chardonnay" "Lis Neris"
"Italy" 89 23 "Northeastern Italy" "White Blend" "Marco Felluga"
"Italy" 89 43 "Northeastern Italy" "White Blend" "Lis Neris"
"Italy" 87 13 "Veneto" "White Blend" "Villa Canestrari"
"Italy" 86 22 "Tuscany" "Red Blend" "La Calonica"
"Italy" 86 9 "Northeastern Italy" "Chardonnay" "Mezzacorona"
"France" 89 40 "Burgundy" "Chardonnay" "Domaine Ferret"
"France" 89 250 "Burgundy" "Chardonnay" "Domaine Sophie Cinier"
"Italy" 89 20 "Sicily & Sardinia" "Red Blend" "Hauner"
"France" 89 55 "Burgundy" "Chardonnay" "Domaine Ferret"
"France" 90 46 "Champagne" "Chardonnay" "Gremillet"
"France" 83 15 "Beaujolais" "Chardonnay" "Domaine Pral"
"France" 90 80 "Burgundy" "Chardonnay" "Domaine Vrignaud"
"Italy" 90 45 "Lombardy" "Sparkling Blend" "Fratelli Berlucchi"
"Italy" 90 151 "Veneto" "Red Blend" "Le Salette"
"France" 90 30 "Alsace" "Sparkling Blend" "Domaine Charles Baur"
"France" 90 72 "Burgundy" "Chardonnay" "Albert Morot"
"Italy" 90 60 "Lombardy" "Sparkling Blend" "Antica Fratta"
"Italy" 90 52 "Veneto" "Red Blend" "Antolini"
"Italy" 90 35 "Veneto" "Red Blend" "Rubinelli Vajol"
"Italy" 90 40 "Italy Other" "Red Blend" "Rivetti Massimo"
"France" 90 39 "Burgundy" "Chardonnay" "Romain Bouchard"
"France" 82 30 "Provence" "Red Blend" "Domaine de Sulauze"
"Italy" 88 21 "Tuscany" "Red Blend" "Vecchia Cantina di Montepulciano"
"Italy" 88 24 "Tuscany" "Red Blend" "Gattavecchi"
"France" 88 43 "Champagne" "Chardonnay" "Goutorbe-Bouillot"
"Italy" 88 18 "Tuscany" "Red Blend" "Melini"
"Italy" 88 10 "Tuscany" "Red Blend" "Agricola Tamburini"
"Italy" 88 25 "Tuscany" "Red Blend" "Donatella Cinelli Colombini"
"Italy" 87 28 "Tuscany" "Red Blend" "Monterotondo"
"France" 87 22 "Loire Valley" "Rosé" "Isabelle et Pierre Clément"
"France" 87 16 "Burgundy" "Chardonnay" "Louis Chevallier"
"Italy" 87 30 "Tuscany" "Red Blend" "Pepi Lignana"
"France" 90 13 "Southwest France" "Red Blend" "Domaine d'Arton"
"France" 90 45 "Burgundy" "Chardonnay" "Domaine Gérard Duplessis"
"Italy" 86 18 "Northeastern Italy" "Red Blend" "Piera Martellozzo"
"Italy" 89 40 "Sicily & Sardinia" "Red Blend" "Duca di Salaparuta"
"France" 89 80 "Burgundy" "Chardonnay" "Louis Latour"
"France" 89 27 "Burgundy" "Chardonnay" "Bret Brothers"
"France" 88 35 "Rhône Valley" "Syrah" "E. Guigal"
"Italy" 90 50 "Veneto" "Red Blend" "Zonin"
"Italy" 90 45 "Lombardy" "Sparkling Blend" "Montenisa"
"Italy" 90 50 "Veneto" "Red Blend" "Montresor"
"France" 90 72 "Burgundy" "Chardonnay" "Olivier Leflaive"
"France" 90 80 "Burgundy" "Chardonnay" "Olivier Leflaive"
"Italy" 90 84 "Lombardy" "Chardonnay" "Ferghettina"
"Italy" 90 60 "Lombardy" "Chardonnay" "Ferghettina"
"Italy" 90 36 "Lombardy" "Sparkling Blend" "Majolini"
"Italy" 90 55 "Veneto" "Red Blend" "Pietro Zardini"
"Italy" 90 50 "Veneto" "Red Blend" "Sartori"
"Italy" 90 80 "Veneto" "Red Blend" "Domìni Veneti"
"Italy" 90 40 "Lombardy" "Sparkling Blend" "Fratelli Berlucchi"
"France" 90 54 "Burgundy" "Chardonnay" "Louis Jadot"
"France" 82 18 "Beaujolais" "Chardonnay" "Gérard Charvet"
"Italy" 87 15 "Tuscany" "Red Blend" "Tenuta La Gigliola"
"Italy" 87 18 "Tuscany" "Red Blend" "Tenuta Santavenere"
"Italy" 87 28 "Tuscany" "Red Blend" "Monterotondo"
"Italy" 87 15 "Tuscany" "Red Blend" "Bartali"
"France" 87 13 "Bordeaux" "Rosé" "Château Pey la Tour"
"Italy" 87 15 "Tuscany" "Red Blend" "Agricoltori del Chianti Geografico"
"Italy" 87 25 "Tuscany" "Red Blend" "Banfi"
"Italy" 90 35 "Piedmont" "Red Blend" "Proprietà Sperino"
"France" 86 22 "Burgundy" "Chardonnay" "Trenel Fils"
"Italy" 86 10 "Northeastern Italy" "White Blend" "Kellerei Kaltern Caldaro"
"Italy" 86 14 "Tuscany" "Red Blend" "Carpineto"
"Italy" 88 20 "Southern Italy" "Red Blend" "Feudi di San Gregorio"
"Italy" 88 49 "Sicily & Sardinia" "Red Blend" "Cottanera"
"Italy" 88 14 "Sicily & Sardinia" "Red Blend" "Stemmari"
"Italy" 88 79 "Southern Italy" "Red Blend" "Villa Matilde"
"Italy" 87 22 "Tuscany" "Red Blend" "Castello di Meleto"
"France" 87 13 "Bordeaux" "Rosé" "Château Fonfroide"
"France" 87 11 "Bordeaux" "Rosé" "Château Roc de Minvielle"
"France" 87 19 "Rhône Valley" "Rosé" "Domaine Maby"
"Italy" 87 22 "Tuscany" "Red Blend" "Fattoria Valacchi"
"Italy" 87 25 "Tuscany" "Red Blend" "Marchesi Gondi"
"France" 87 10 "France Other" "Rosé" "Marrenon"
"France" 86 17 "Burgundy" "Chardonnay" "Domaine Talmard"
"Italy" 89 47 "Veneto" "Red Blend" "Piccoli"
"Italy" 89 26 "Veneto" "Red Blend" "Brunelli"
"Italy" 89 22 "Veneto" "Red Blend" "Arduini"
"Italy" 89 60 "Veneto" "Red Blend" "Musella"
"Italy" 89 17 "Veneto" "Red Blend" "Speri"
"Italy" 89 32 "Veneto" "Red Blend" "Allegrini"
"Italy" 100 195 "Tuscany" "Red Blend" "Giovanni Chiappini"
"Italy" 97 240 "Tuscany" "Red Blend" "Tenuta dell'Ornellaia"
"Italy" 97 160 "Tuscany" "Syrah" "Le Macchiole"
"Italy" 96 80 "Tuscany" "Red Blend" "Tua Rita"
"France" 96 165 "Burgundy" "Chardonnay" "Louis Jadot"
"Italy" 95 65 "Tuscany" "Syrah" "I Giusti e Zanza"
"France" 90 141 "Burgundy" "Chardonnay" "Jean-Luc and Paul Aegerter"
"France" 90 74 "Burgundy" "Chardonnay" "Jean-Luc and Paul Aegerter"
"France" 90 45 "Southwest France" "Red Blend" "Cave du Marmandais"
"Italy" 86 16 "Northeastern Italy" "Red Blend" "Tenuta Luisa"
"Italy" 86 21 "Veneto" "White Blend" "Villa Canestrari"
"France" 86 33 "Burgundy" "Chardonnay" "Evening Land"
"Italy" 86 14 "Tuscany" "Red Blend" "Fattoria di Montecchio"
"France" 86 32 "Burgundy" "Chardonnay" "Château Philippe-le-Hardi"
"France" 88 16 "Burgundy" "Chardonnay" "Domaine Gerald Talmard"
"France" 88 28 "Burgundy" "Chardonnay" "Louis Jadot"
"Italy" 88 24 "Southern Italy" "White Blend" "Marisa Cuomo"
"France" 88 48 "Burgundy" "Chardonnay" "Bret Brothers"
"Italy" 93 100 "Tuscany" "Red Blend" "Fattoria Le Pupille"
"Italy" 87 25 "Tuscany" "Red Blend" "Val di Botte"
"Italy" 87 30 "Tuscany" "Red Blend" "Castello Sonnino"
"Italy" 87 21 "Tuscany" "Red Blend" "Castello Sonnino"
"France" 87 14 "Bordeaux" "Rosé" "Château Larroque"
"Italy" 87 39 "Tuscany" "Red Blend" "Barone Ricasoli"
"Italy" 87 25 "Tuscany" "Red Blend" "Castello di Querceto"
"Italy" 87 14 "Tuscany" "Red Blend" "Tenuta di Fraternita"
"Italy" 87 26 "Tuscany" "Red Blend" "Uggiano"
"Italy" 87 10 "Tuscany" "Red Blend" "Viticoltori Senesi Aretini"
"Italy" 86 16 "Veneto" "White Blend" "Santi"
"Italy" 85 16 "Central Italy" "Sparkling Blend" "Cleto Chiarli"
"France" 95 114 "Burgundy" "Chardonnay" "Joseph Drouhin"
"Italy" 95 100 "Tuscany" "Red Blend" "Michele Satta"
"Italy" 95 85 "Tuscany" "Red Blend" "Brancaia"
"France" 95 170 "Burgundy" "Chardonnay" "Olivier Leflaive"
"Italy" 95 175 "Tuscany" "Red Blend" "Monteverro"
"Italy" 94 57 "Tuscany" "Red Blend" "Cavalli Tenuta degli Dei"
"France" 94 102 "Burgundy" "Chardonnay" "Joseph Drouhin"
"Italy" 89 69 "Veneto" "Red Blend" "Brunelli"
"Italy" 89 45 "Veneto" "Red Blend" "Delibori"
"Italy" 89 40 "Veneto" "Red Blend" "Recchia"
"Italy" 89 60 "Veneto" "Red Blend" "Pietro Zardini"
"Italy" 89 54 "Veneto" "Red Blend" "San Rustico"
"France" 88 31 "Burgundy" "Chardonnay" "Domaine du Chalet Pouilly"
"Italy" 87 39 "Tuscany" "Red Blend" "Barone Ricasoli"
"Italy" 87 25 "Tuscany" "Red Blend" "Castello di Querceto"
"France" 87 14 "Bordeaux" "Rosé" "Château Larroque"
"Italy" 87 15 "Tuscany" "Red Blend" "Fattoria Campigiana"
"Italy" 87 25 "Tuscany" "Red Blend" "Farnetella"
"Italy" 87 19 "Tuscany" "Red Blend" "Fattoria di Petrognano"
"Italy" 87 21 "Tuscany" "Red Blend" "Fattoria Lavacchio"
"Italy" 87 20 "Tuscany" "Red Blend" "Fattoria Petriolo"
"France" 87 45 "Champagne" "Chardonnay" "Jean Josselin"
"Italy" 87 33 "Tuscany" "Red Blend" "Podere Capaccia"
"Italy" 87 30 "Tuscany" "Red Blend" "San Fabiano Calcinaia"
"Italy" 86 30 "Tuscany" "Red Blend" "Tenuta di Vaira"
"France" 88 60 "Burgundy" "Chardonnay" "Denis Jeandeau"
"France" 88 85 "Rhône Valley" "Syrah" "Jean-Luc Colombo"
"Italy" 85 18 "Veneto" "Sparkling Blend" "Trevisiol"
"Italy" 85 19 "Central Italy" "Sparkling Blend" "Cantine Ceci"
"France" 94 85 "Burgundy" "Chardonnay" "Louis Jadot"
"Italy" 94 50 "Tuscany" "Red Blend" "Poggio al Tesoro"
"Italy" 94 85 "Tuscany" "Red Blend" "Tenuta Sette Ponti"
"Italy" 94 80 "Tuscany" "Syrah" "Terre del Marchesato"
"Italy" 94 130 "Tuscany" "Red Blend" "Monteverro"
"Italy" 94 75 "Tuscany" "Red Blend" "Campo alla Sughera"
"Italy" 94 60 "Tuscany" "Red Blend" "Donna Olimpia 1898"
"France" 94 100 "Burgundy" "Chardonnay" "Louis Jadot"
"Italy" 94 80 "Tuscany" "Red Blend" "Podere Sapaio"
"Italy" 88 20 "Veneto" "Red Blend" "Manara"
"Italy" 88 50 "Veneto" "Red Blend" "Villa Monteleone"
"Italy" 88 33 "Veneto" "Red Blend" "Monte Zovo"
"Italy" 88 26 "Veneto" "Red Blend" "San Rustico"
"Italy" 90 24 "Piedmont" "Red Blend" "La Prevostura"
"France" 87 13 "Rhône Valley" "Rosé" "Saveurs du Temps"
"Italy" 87 12 "Tuscany" "Red Blend" "Uggiano"
"Italy" 87 23 "Tuscany" "Red Blend" "La Querce"
"Italy" 87 15 "Tuscany" "Red Blend" "Cantine Leonardo Da Vinci"
"Italy" 87 14 "Tuscany" "Red Blend" "Cantine Ravazzi"
"Italy" 87 17 "Tuscany" "Red Blend" "Cantine Bellini"
"Italy" 87 13 "Tuscany" "Red Blend" "Barone Ricasoli"
"Italy" 87 29 "Tuscany" "Red Blend" "Bindi Sergardi"
"France" 85 16 "Burgundy" "Chardonnay" "Cave de Lugny"
"France" 85 16 "Beaujolais" "Chardonnay" "Château de Pizay"
"Italy" 88 15 "Sicily & Sardinia" "Red Blend" "Cottanera"
"Italy" 88 22 "Sicily & Sardinia" "Red Blend" "Curto"
"France" 88 36 "Burgundy" "Chardonnay" "Denis Jeandeau"
"France" 88 45 "Burgundy" "Chardonnay" "Domaine Chanson"
"France" 88 23 "Burgundy" "Chardonnay" "Domaine La Soufrandise"
"Italy" 88 30 "Sicily & Sardinia" "Red Blend" "Tenuta di Castellaro"
"Italy" 88 36 "Sicily & Sardinia" "Chardonnay" "Baglio del Cristo di Campobello"
"Italy" 93 32 "Tuscany" "Red Blend" "Le Macchiole"
"Italy" 94 35 "Tuscany" "Red Blend" "Aia Vecchia"
"France" 94 120 "Burgundy" "Chardonnay" "Joseph Drouhin"
"Italy" 94 60 "Tuscany" "Red Blend" "Tenuta Argentiera"
"France" 94 130 "Burgundy" "Chardonnay" "Olivier Leflaive"
"Italy" 93 33 "Tuscany" "Syrah" "I Giusti e Zanza"
"Italy" 93 75 "Tuscany" "Red Blend" "Casa di Terra"
"Italy" 88 24 "Veneto" "Red Blend" "Accordini Igino"
"France" 88 35 "Burgundy" "Chardonnay" "Domaines Devillard"
"Italy" 88 85 "Veneto" "Red Blend" "Trabucchi d'Illasi"
"Italy" 88 30 "Northeastern Italy" "White Blend" "Mario Schiopetto"
"Italy" 88 23 "Veneto" "Red Blend" "Albino Armani"
"Italy" 88 75 "Veneto" "Red Blend" "Ca' Rugate"
"France" 90 55 "Burgundy" "Chardonnay" "Louis Max"
"France" 87 12 "Bordeaux" "Rosé" "Château Vignol"
"France" 87 11 "Bordeaux" "Rosé" "Château Vircoulon"
"Italy" 87 32 "Tuscany" "Red Blend" "Candialle"
"Italy" 87 14 "Tuscany" "Red Blend" "Castelvecchio"
"Italy" 87 15 "Tuscany" "Red Blend" "Fattoria di Grignano"
"Italy" 87 12 "Tuscany" "Red Blend" "Salcheto"
"Italy" 87 42 "Tuscany" "Red Blend" "Setriolo"
"Italy" 87 16 "Tuscany" "Red Blend" "Viticcio"
"France" 87 15 "Bordeaux" "Rosé" "Ginestet"
"Italy" 85 45 "Veneto" "Red Blend" "Case Paolin"
"France" 85 12 "Burgundy" "Chardonnay" "Cave de Lugny"
"France" 90 55 "Burgundy" "Chardonnay" "Louis Max"
"France" 90 238 "Burgundy" "Chardonnay" "Jean-Luc and Paul Aegerter"
"France" 90 65 "Burgundy" "Chardonnay" "Louis Max"
"Italy" 93 32 "Tuscany" "Red Blend" "Le Macchiole"
"Italy" 92 50 "Tuscany" "Red Blend" "I Greppi"
"France" 88 64 "Burgundy" "Chardonnay" "Jean-Luc and Paul Aegerter"
"France" 88 27 "Burgundy" "Chardonnay" "Louis Latour"
"Italy" 85 29 "Southern Italy" "White Blend" "Vetrère"
"Italy" 85 15 "Veneto" "Sparkling Blend" "Foss Marai"
"Italy" 93 30 "Tuscany" "Red Blend" "Le Macchiole"
"Italy" 93 30 "Tuscany" "Red Blend" "Rocca di Montemassi"
"Italy" 93 105 "Tuscany" "Red Blend" "Collemassari"
"France" 93 130 "Burgundy" "Chardonnay" "Olivier Leflaive"
"Italy" 93 66 "Tuscany" "Red Blend" "Casa di Terra"
"France" 93 95 "Burgundy" "Chardonnay" "Olivier Leflaive"
"Italy" 88 42 "Veneto" "Red Blend" "Domenico Fraccaroli"
"Italy" 88 27 "Veneto" "Red Blend" "Montecariano"
"Italy" 88 49 "Veneto" "Red Blend" "Giuseppe Lonardi"
"France" 88 12 "Languedoc-Roussillon" "Rosé" "Penya"
"Italy" 88 25 "Veneto" "Red Blend" "Novaia"
"Italy" 88 55 "Veneto" "Red Blend" "Venturini Massimino"
"France" 88 20 "Southwest France" "Red Blend" "Georges Vigouroux"
"France" 87 11 "Bordeaux" "Rosé" "Château Vircoulon"
"Italy" 87 15 "Tuscany" "Red Blend" "Fattoria di Grignano"
"France" 87 15 "Bordeaux" "Rosé" "Ginestet"
"Italy" 86 45 "Tuscany" "Red Blend" "Dreolino"
"Italy" 86 24 "Tuscany" "Red Blend" "Sensi"
"Italy" 86 31 "Tuscany" "Red Blend" "Mannucci Droandi"
"Italy" 86 45 "Tuscany" "Red Blend" "Cennatoio"
"France" 85 16 "Burgundy" "Chardonnay" "Trenel Fils"
"France" 85 16 "Southwest France" "Red Blend" "Domaine D'en Ségur"
"France" 85 13 "Southwest France" "Rosé" "Domaine D'en Ségur"
"Italy" 89 30 "Southern Italy" "Red Blend" "Rivera"
"Italy" 88 15 "Sicily & Sardinia" "White Blend" "Tasca d'Almerita"
"Italy" 88 30 "Sicily & Sardinia" "Chardonnay" "Valle dell'Acate"
"Italy" 88 27 "Southern Italy" "Red Blend" "Villa Matilde"
"Italy" 88 29 "Sicily & Sardinia" "Syrah" "Curto"
"France" 88 23 "Burgundy" "Chardonnay" "Domaine André Bonhomme"
"France" 88 28 "Burgundy" "Chardonnay" "Domaine Faiveley"
"France" 88 23 "Burgundy" "Chardonnay" "Domaine Olivier Merlin"
"France" 85 25 "Burgundy" "Chardonnay" "Domaine Corine Perchaud"
"Italy" 93 45 "Tuscany" "Red Blend" "Tenuta dei Pianali"
"Italy" 93 90 "Tuscany" "Red Blend" "Tenuta dell'Ornellaia"
"France" 93 173 "Burgundy" "Chardonnay" "Maison Jessiaume"
"France" 93 95 "Burgundy" "Chardonnay" "Olivier Leflaive"
"Italy" 93 40 "Tuscany" "Red Blend" "Giorgio Meletti Cavallari"
"Italy" 93 60 "Tuscany" "Red Blend" "Caiarossa"
"Italy" 93 70 "Tuscany" "Red Blend" "Castellare di Castellina"
"Italy" 93 30 "Tuscany" "Red Blend" "Tua Rita"
"Italy" 88 47 "Veneto" "Red Blend" "Antica Corte"
"Italy" 88 74 "Veneto" "Red Blend" "La Collina dei Ciliegi"
"Italy" 88 20 "Veneto" "Red Blend" "Villa Spinosa"
"Italy" 86 45 "Tuscany" "Red Blend" "Cennatoio"
"France" 86 22 "France Other" "Rosé" "Laurence Féraud"
"France" 86 15 "Bordeaux" "Rosé" "Baron Philippe de Rothschild"
"Italy" 86 20 "Tuscany" "Red Blend" "Fattoria di Sammontana"
"France" 86 13 "France Other" "Rosé" "My Essential"
"Italy" 86 15 "Tuscany" "Red Blend" "Piccini"
"Italy" 86 19 "Tuscany" "Red Blend" "Sensi"
"France" 85 30 "Burgundy" "Chardonnay" "Château Philippe-le-Hardi"
"Italy" 89 19 "Southern Italy" "Red Blend" "Tormaresca"
"Italy" 89 22 "Southern Italy" "Red Blend" "Palamà"
"France" 88 28 "Burgundy" "Chardonnay" "Dominique Cornin"
"Italy" 88 15 "Sicily & Sardinia" "Red Blend" "Corvo"
"France" 88 12 "Rhône Valley" "Rosé" "Domaine de Saint-Antoine"
"Italy" 92 41 "Tuscany" "Red Blend" "I Giusti e Zanza"
"Italy" 92 30 "Tuscany" "Red Blend" "Ceralti"
"Italy" 92 75 "Tuscany" "Red Blend" "Grattamacco"
"Italy" 92 56 "Tuscany" "Red Blend" "Caccia al Piano 1868"
"France" 92 105 "Burgundy" "Chardonnay" "Olivier Leflaive"
"France" 92 62 "Burgundy" "Chardonnay" "Roche de Bellene"
"Italy" 92 75 "Tuscany" "Red Blend" "Monteverro"
"Italy" 92 30 "Tuscany" "Syrah" "Renieri"
"Italy" 92 65 "Tuscany" "Red Blend" "Castello di Bossi"
"Italy" 92 77 "Tuscany" "Red Blend" "Castiglion del Bosco"
